Start,Stop,MPL Magnetic Field X,MPL Magnetic Field Y,MPL Magnetic Field Z,MPL Rotation Vector X,MPL Rotation Vector Y,MPL Rotation Vector Z,MPL Linear Acceleration X,MPL Linear Acceleration Y,MPL Linear Acceleration Z,MPL Gravity X,MPL Gravity Y,MPL Gravity Z,MPL Gyroscope X,MPL Gyroscope Y,MPL Gyroscope Z,MPL Accelerometer X,MPL Accelerometer Y,MPL Accelerometer Z,Action
1406562044899,1406562044913,-0.42167878,-0.14454992,-0.17013796,1.0693103,8.56376,4.656872,0.16175586,0.48620415,0.84214276,0.6476316,8.41921,4.486734,1.2684418,-41.46008,-6.32561,-0.073284335,-0.5120654,-0.4147708,0
1406562045297,1406562045312,-0.120458275,-0.5092168,-0.10459669,0.21383214,8.818294,4.284873,0.16447702,0.50445366,0.81200916,0.093373865,8.309077,4.1802764,2.9222112,-41.568222,-4.1371927,0.077983215,-0.10193861,-0.12608416,0
1406562045497,1406562045512,-0.3907038,-0.001496376,-0.23747487,0.06748656,8.863634,4.1950903,0.16359358,0.50925505,0.806381,-0.32321724,8.862138,3.9576154,4.6151166,-40.891544,-3.3893964,0.015131016,-0.07211121,-0.048322793,0
1406562046594,1406562046620,0.07691373,-0.19243397,-0.11088146,0.3839701,8.847473,4.212149,0.16155168,0.50905645,0.81616294,0.46088383,8.655039,4.1012673,7.9431834,-39.293945,-2.2386642,-0.053045906,0.08128687,0.102944754,0
1406562046894,1406562046909,0.48332947,-0.12569559,0.08364742,0.6036381,8.899248,4.075081,0.16129735,0.515954,0.8181188,1.0869676,8.773552,4.158728,8.040901,-39.612827,-0.87894267,-0.013631124,0.116440594,0.13596795,0
1406562047292,1406562047307,0.10160393,0.04444237,0.18674773,0.39040452,9.0020485,3.870227,0.14665532,0.53024566,0.81373656,0.49200845,9.046491,4.056975,7.46823,-40.020454,-0.35966915,0.12059219,0.14839852,-0.008908007,0
1406562047493,1406562047507,-0.32351652,-0.5906196,-0.5340566,0.26605567,9.31509,3.053954,0.14239252,0.56922203,0.7908444,-0.05746084,8.724471,2.5198972,7.122073,-40.300533,-0.2280631,0.3986262,0.08448266,0.015593074,0
1406562047891,1406562047906,-0.24705169,-0.516549,-0.3354875,0.56667763,9.487623,2.4148517,0.14891146,0.5955633,0.7758655,0.3196259,8.971074,2.079364,6.4985776,-40.712723,1.4874293,0.069459505,0.06743843,0.15940377,0
1406562048092,1406562048108,0.3393781,-0.33952773,0.4369418,0.64703304,9.442283,2.5677812,0.13466513,0.5924041,0.7847721,0.9864111,9.102755,3.004723,6.338475,-40.671803,3.1691945,0.01832681,0.31244925,0.063529976,0
1406562048490,1406562048505,0.08304887,-0.393098,-0.1249474,0.5585972,9.228899,3.2685342,0.11628744,0.565532,0.80823046,0.641646,8.835801,3.1435869,5.669857,-40.559998,6.2707233,-0.13187547,-0.011391139,-0.012103801,0
1406562048690,1406562048705,-0.2208651,-0.005686229,-0.1316811,0.5069722,9.106047,3.6044707,0.116901234,0.5500476,0.8171516,0.2861071,9.100361,3.4727895,5.2283893,-40.790047,6.844555,-0.20857291,-0.107264936,-0.03127563,0
1406562049088,1406562049111,0.023493104,-0.21443069,0.033069912,0.1213561,9.009531,3.870676,0.098779865,0.5411942,0.82345,0.1448492,8.7951,3.903746,4.802716,-41.380047,5.608781,-0.029608492,0.17183435,-0.09412623,0
1406562049787,1406562049793,0.07392098,-0.124648124,-0.1707365,-0.06434417,8.949676,4.0086417,0.09044562,0.5361288,0.82655966,0.009576807,8.825027,3.8379054,4.9166093,-41.47306,4.3570914,-0.09352595,0.052524727,-0.0930639,0
1406562050088,1406562050104,0.15652093,-0.3532944,-0.0038905777,0.1786673,8.700679,4.520552,0.09734065,0.50993913,0.84264153,0.33518824,8.347384,4.5166616,5.175975,-41.203354,0.8398458,-0.0264127,0.032284968,-0.020622987,0
1406562050485,1406562050500,-0.07227496,-0.1436521,-0.10564415,0.2685995,8.62152,4.6654015,0.10253682,0.5016107,0.8465424,0.19632454,8.477868,4.559757,4.4672523,-41.080204,-0.6225574,-0.03386955,-0.05187092,-0.03766722,0
1406562050685,1406562050701,-0.10070611,-0.26231474,-0.19901802,0.2575263,8.627655,4.6546273,0.103006914,0.50206363,0.845928,0.15682021,8.365341,4.4556093,4.381002,-41.266766,-1.2974637,-0.0008495484,0.023762587,0.023047263,0
1406562050885,1406562051097,0.20590134,-0.089184016,0.10160393,0.0023942017,8.472482,4.9381905,0.07912313,0.49189407,0.85608864,0.20829555,8.383297,5.0397944,4.8380313,-41.74452,-2.2844727,-0.03493801,0.13348483,-0.0014538197,0
1406562051284,1406562051299,-0.085891984,-0.16460137,-0.13497312,0.041599255,8.476072,4.931756,0.08081411,0.49195087,0.8560791,-0.044292733,8.311471,4.796783,4.9492154,-41.952007,-2.658203,-0.0019148128,-0.063589096,0.0017419737,0
1406562051683,1406562051706,0.24301147,-0.28505963,-0.05686229,0.09816227,8.495975,4.896741,0.08726126,0.49266288,0.8542534,0.34117374,8.210915,4.8398786,5.266965,-41.83702,-3.1071415,-0.013632721,-0.049740657,-0.031281225,0
1406562051884,1406562052086,0.033069912,-0.15412673,-0.0163105,0.17761984,8.412926,5.035754,0.10802467,0.48164144,0.8557415,-0.19393034,8.374918,4.747702,5.6335964,-41.71914,-3.2094164,-0.12228809,-0.31605676,0.060334448,0
1406562052281,1406562052301,-0.51325697,0.011971008,-0.036661215,-0.1810615,8.452729,4.9687166,0.08487106,0.4893494,0.85180914,-0.6943185,8.4647,4.9320555,6.015897,-41.72,-3.4723153,0.034305777,0.118571125,-0.046191998,0
1406562053014,1406562053020,1.4664485,-0.4110545,0.5244798,-0.15682021,8.540566,4.816984,0.072525516,0.49913818,0.85208696,1.3096284,8.129512,5.341464,6.268439,-41.615376,-3.6256452,0.18025047,0.42430228,-0.016359,0
1406562053280,1406562053295,-0.0062847794,-0.28640637,-0.17462708,-0.26426002,8.855254,4.2052655,0.07469157,0.5291614,0.8330365,-0.2705448,8.568848,4.0306387,5.729023,-40.941994,-1.5578558,-0.034936413,-0.08489438,0.012397547,0
1406562053679,1406562053694,0.07032967,-0.28146833,-0.11566987,0.09487024,8.63843,4.6407113,0.09582314,0.50418264,0.84488016,0.16519992,8.356961,4.525041,5.6805596,-41.010326,-0.078980885,-0.13187547,-0.18609451,0.04861654,0
1406562053879,1406562053894,-0.4177882,-0.20590134,-0.25213936,0.676362,8.461109,4.911256,0.13382716,0.48133588,0.85043895,0.25857377,8.255207,4.6591167,5.841565,-41.04792,0.06539953,-0.19898367,-0.48010722,0.14343067,0
1406562054277,1406562054293,0.25677812,-0.2359785,0.06479308,0.29867667,8.316409,5.1880856,0.10099996,0.47463578,0.8612017,0.5554548,8.080431,5.2528787,5.462207,-40.771576,-1.4088546,0.0055470983,0.38914856,-0.113298066,0
1406562054478,1406562054494,-0.032621,-0.097862996,-0.022595279,-0.02124854,8.278851,5.25632,0.08300737,0.4744592,0.8628531,-0.053869538,8.180987,5.233725,5.07135,-40.707146,-2.5597553,-0.03280242,0.17076935,-0.0792096,0
1406562054876,1406562054891,-0.07631518,-0.045489833,-0.117615156,-0.26007015,8.305486,5.207688,0.07115761,0.47896928,0.86099744,-0.33638534,8.259995,5.0900726,5.170845,-41.370735,-4.204969,-0.009366604,0.029089175,-0.03340323,0
1406562055076,1406562055093,0.046387658,-0.120159,-0.054468088,-0.2427122,8.331074,5.167286,0.07223981,0.48095328,0.85992664,-0.19632454,8.210915,5.112818,5.4763994,-41.45681,-4.7337155,0.026843864,0.0077833547,0.0070627034,0
1406562055474,1406562055498,-0.009576807,-0.2033575,-0.093972415,-0.21667525,8.334066,5.1636944,0.07245121,0.4811114,0.86024797,-0.22625206,8.130709,5.069722,5.577018,-41.112892,-5.1779356,-0.01789724,-0.0018040253,0.001736381,0
1406562056211,1406562056216,0.04878186,-0.10160393,-0.0712275,-0.21637598,8.334066,5.1636944,0.07228187,0.48113877,0.86030585,-0.16759412,8.232463,5.092467,5.600163,-40.989735,-4.994333,-0.013639646,-0.0071303477,0.0017307884,0
1406562056473,1406562056488,-0.049679685,-0.21532851,-0.15188217,-0.032920275,8.323293,5.1856914,0.08090456,0.4785981,0.8614868,-0.08259996,8.1079645,5.033809,6.1998444,-41.06489,-4.4011726,-0.030683877,-0.04867566,-0.006791327,0
1406562056871,1406562056887,0.09950901,-0.2415151,-0.086490534,-0.27667993,8.424896,5.0113635,0.07083197,0.48936054,0.85568655,-0.17717093,8.183381,4.924873,6.5336833,-41.170994,-4.603137,0.0928868,0.09513504,-0.06644613,0
1406562057271,1406562057287,0.025288755,-0.20694882,-0.10250176,-0.31019875,8.453776,4.960337,0.06979217,0.4921567,0.85406476,-0.28491,8.246828,4.8578353,6.923954,-41.319294,-4.1505256,0.030036196,0.022697056,0.017709754,0
1406562057670,1406562057685,0.026635494,-0.20245968,-0.07212532,-0.3462614,8.497171,4.8832736,0.06763223,0.49643368,0.85204905,-0.3196259,8.294712,4.811148,7.204918,-41.39427,-3.191113,0.028975992,0.010979414,-0.031283885,0
1406562058068,1406562058083,0.14036007,-0.15726912,-0.034117375,-0.3187281,8.401703,5.047576,0.07046788,0.48751974,0.8559753,-0.17836803,8.244433,5.0134583,7.308773,-41.413475,-2.8729148,-0.07968098,-0.024174312,0.0017393104,0
1406562058269,1406562058285,-0.05057751,0.2896984,-0.17642274,0.27682957,8.243237,5.304803,0.107462294,0.4668779,0.86152875,0.22625206,8.532935,5.12838,7.504821,-41.27688,-3.150745,-0.20325325,-0.42364874,0.1029365,0
1406562059376,1406562059387,-0.3453636,-0.1643021,0.12674305,1.5987282,7.914333,5.5654716,0.17522153,0.43073258,0.8698682,1.2533646,7.750031,5.6922145,7.165775,-40.83769,-4.5544353,-0.25012487,-0.14135367,0.05393434,0
1406562059666,1406562059682,-0.51565117,0.19482817,-0.13587095,3.0140007,6.739977,6.4541693,0.22504793,0.34681514,0.89960486,2.4983494,6.9348054,6.3182983,0.7373056,-39.51851,-13.445256,0.13656451,-0.35227603,-0.15592569,0
1406562060065,1406562060081,-0.811784,-0.14829087,-0.048033673,4.1768346,6.713192,5.8013005,0.30120456,0.33688483,0.8787568,3.3650506,6.564901,5.753267,-1.9570383,-38.613186,-16.151918,-0.13401265,-0.56639415,0.22543898,1
1406562060269,1406562060285,-0.035763387,0.21098903,0.6028899,3.495385,6.5035496,6.4540195,0.26093122,0.32069874,0.8941741,3.4596214,6.7145386,7.0569096,-3.168206,-38.203907,-16.279432,-0.22775753,0.3454722,-0.14314517,1
1406562060663,1406562060691,-0.13272856,-0.16280572,-0.31693244,2.6262896,7.1610575,6.163573,0.21782385,0.37188146,0.88805026,2.493561,6.9982514,5.8466406,-5.2139716,-37.810974,-15.975523,0.37092108,0.026958114,-0.13888411,1
1406562060864,1406562061061,0.020500353,0.26470894,-0.6235399,2.5849895,8.330625,4.4816465,0.2292426,0.42188275,0.8615983,2.5318682,8.1343,4.661511,-5.278823,-37.985657,-15.688585,0.4550719,-0.04867593,-0.12610947,1
1406562061262,1406562061278,-0.32815528,-0.6926725,-0.31379005,2.3883657,8.710854,3.8189013,0.248731,0.493375,0.81698924,2.0602105,8.018182,3.5051112,-3.829117,-39.017128,-12.632714,0.3655897,-0.08276439,-0.13250105,1
1406562061462,1406562061671,-0.27473465,-0.10010756,0.06120178,2.3517046,8.500164,4.2878656,0.24031171,0.47289228,0.83077824,2.621651,8.829816,3.7541082,-1.359174,-40.268,-7.064388,-0.20539044,0.031218905,0.046466302,1
1406562061864,1406562061893,-0.19961657,-0.31349078,-0.26306292,2.3268647,8.513632,4.274548,0.24001762,0.4737585,0.8300664,2.1272483,8.200141,4.011485,-0.18290445,-40.519634,-4.9815335,0.002336125,0.029088376,0.017704163,1
1406562062578,1406562062583,-0.013018472,-0.05955577,0.05626374,2.3617303,8.450036,4.380192,0.23980291,0.46814644,0.83339447,2.348712,8.39048,4.4364557,0.5901651,-40.552937,-3.8694704,-0.043466784,0.021631792,0.032623455,1
1406562062859,1406562062875,0.28909984,-0.30750528,0.17238252,2.2894554,8.32449,4.650737,0.2317787,0.45732903,0.84133136,2.5785553,8.016984,4.823119,0.5889135,-41.206955,-3.0958247,-0.009381784,0.048263136,0.02196522,1
1406562063257,1406562063272,0.10190321,-0.1925836,-0.08439561,2.358139,8.401104,4.4753613,0.23633033,0.46472335,0.83686215,2.4600422,8.208521,4.390966,0.23708002,-41.086796,-4.072992,0.07477411,-0.04228434,-0.011057978,1
1406562063457,1406562063473,-0.4858733,-0.6488287,-0.44577044,2.2456117,8.62152,4.098125,0.24239285,0.48196873,0.82329005,1.7597382,7.9726915,3.6523547,-0.023943951,-41.00884,-4.273677,0.17917001,-0.10087388,-0.06538647,1
1406562063855,1406562063871,-0.073023155,-0.3540426,-0.033967737,2.2637177,8.4703865,4.392612,0.23490693,0.4699519,0.83349645,2.1906946,8.1163435,4.358644,0.13978057,-41.568405,-4.1009645,-0.014708106,0.030153641,0.051792625,1
1406562064056,1406562064071,-0.1818097,-0.23104046,-0.22415714,2.262371,8.428787,4.472668,0.23245797,0.4668195,0.83628446,2.0805612,8.197746,4.248511,0.15246527,-41.693447,-3.757339,-0.050928693,0.033349436,0.035810728,1
1406562064454,1406562064470,-0.16938977,-0.082300685,0.03247136,2.2319946,8.381801,4.57517,0.22663845,0.4640753,0.8402408,2.0626047,8.2995,4.607641,0.09749725,-41.66615,-3.612692,-0.018970761,0.018435733,0.020897025,1
1406562064655,1406562064673,0.17627311,-0.41075522,-0.27548283,2.305317,8.39422,4.515614,0.22629593,0.46749744,0.8403046,2.48159,7.9834657,4.2401314,0.17930132,-41.52859,-3.6680753,0.03536092,0.051459197,0.019837353,1
1406562065053,1406562065079,-0.28640637,-0.061501056,-0.14080898,2.2005706,8.3574095,4.6347256,0.22008607,0.46395487,0.8433691,1.9141643,8.295909,4.4939165,0.016695643,-41.313667,-3.5641084,-0.0083149215,0.0077833547,-0.007859521,1
1406562065749,1406562065754,-0.26830024,-0.2885013,0.012569559,2.1501427,8.322245,4.720767,0.21653453,0.46088693,0.8457319,1.8818425,8.033744,4.733337,0.07179663,-41.266403,-3.6142318,-0.021106351,0.0045870286,0.01023586,1
1406562066051,1406562066067,-0.19662382,-0.2641104,-0.22535424,1.9838954,8.185327,5.0233345,0.20888785,0.44748724,0.8524002,1.7872716,7.9212165,4.7979803,0.4218986,-42.01536,-4.88852,-0.013651364,0.080220535,0.072018534,1
1406562066251,1406562066267,0.081702136,-0.21667525,0.027234044,1.9557635,8.106767,5.159804,0.19822492,0.44455194,0.8590065,2.0374656,7.890092,5.187038,0.44384474,-42.228394,-5.455058,-0.017912421,0.18994278,0.07947539,1
1406562066650,1406562066666,-0.065242,-0.13676877,-0.2665046,1.9027919,8.196849,5.035754,0.19773155,0.4518217,0.8551677,1.8375498,8.06008,4.76925,0.3283411,-42.203438,-6.792727,0.06306126,0.030153908,0.0262348,1
1406562067049,1406562067065,0.18210897,-0.30645782,-0.0966659,2.2013187,8.177396,4.9449244,0.2061744,0.45317653,0.8556137,2.3834279,7.8709383,4.8482585,0.41342664,-41.82761,-7.6212163,0.012993829,0.03548023,0.04540956,1
1406562067249,1406562067460,-0.24735096,-0.06314707,-0.07766192,2.0106804,8.106467,5.139004,0.19602445,0.44671482,0.8602974,1.7633295,8.043321,5.0613422,0.46440887,-41.46814,-7.5848703,-0.0615864,0.0035217642,-0.024917867,1
1406562067648,1406562067663,-0.07212532,-0.27473465,-0.091578215,1.9803041,8.058285,5.2259436,0.19371113,0.44274333,0.86263794,1.9081788,7.78355,5.1343656,0.20941393,-41.43111,-7.551026,-0.043476902,-0.00713088,-0.02065681,1
1406562067848,1406562067864,-0.11881226,-0.029478608,-0.16475101,1.9372084,8.045266,5.2620063,0.19471419,0.44021824,0.8623403,1.8183962,8.015787,5.097255,0.028256422,-41.56181,-7.4433675,-0.055198275,-0.06039437,-0.048359275,1
1406562068246,1406562068262,0.050727148,-0.18255788,-0.12823942,2.1914427,7.838018,5.4709005,0.2077864,0.4217645,0.86749595,2.2421699,7.65546,5.342661,-0.011373004,-41.561134,-7.156437,-0.19155212,-0.09128704,-0.057946656,1
1406562068446,1406562068657,0.07631518,-0.1738789,0.45340195,2.4735096,7.5168953,5.791873,0.22821091,0.3906539,0.8720622,2.5498247,7.3430166,6.245275,-0.1806542,-41.421043,-8.176916,-0.16917464,-0.2137919,-0.01106357,1
1406562068845,1406562068859,-0.35778353,0.19647418,0.029628245,2.9686604,7.297377,5.8397574,0.25500947,0.37043002,0.8723129,2.610877,7.493851,5.8693852,-0.36249393,-41.04992,-9.288472,-0.16597885,-0.35334155,0.13700819,1
1406562069046,1406562069062,-0.3286042,-0.14888942,0.002244564,3.402759,6.874202,6.1101522,0.26898372,0.3407563,0.88132685,3.074155,6.7253127,6.1123967,-0.72211874,-40.62143,-10.527076,-0.24587555,-0.18822584,0.20411691,1
1406562069444,1406562069459,-0.017956512,-0.15726912,-0.27563247,2.4947581,6.479159,6.9255276,0.2125173,0.31894517,0.9013371,2.4768016,6.3218894,6.649895,-2.002342,-39.986107,-13.558115,-0.17343757,0.20379147,-0.071786575,1
1406562069644,1406562069849,0.17657238,0.90859956,1.1704654,1.9782091,6.537368,7.036858,0.18534717,0.32689917,0.9039727,2.3319526,6.4368114,7.2699933,-2.3889396,-39.51656,-15.337141,0.07157832,0.13241902,-0.032363266,1
1406562070043,1406562070058,-0.08439561,-0.73352355,-0.79248077,1.8106151,7.1894884,6.4188547,0.1884366,0.37043184,0.8868483,1.7262194,6.455965,5.626374,-2.2286325,-38.375656,-18.07267,0.45081246,0.07382948,-0.074973844,1
1406562070243,1406562070258,-0.21547815,-0.7698855,-0.74773914,1.7202339,7.934534,5.5002294,0.20594676,0.42089027,0.85777473,1.5047557,7.1646485,4.7524905,-1.6574012,-38.08556,-18.404064,0.55627203,-0.10087388,-0.13463157,1
1406562070641,1406562070656,-0.4388871,0.014814123,-0.4664204,1.3606547,8.458265,4.7723923,0.20713642,0.46235198,0.83281076,0.92176765,8.47308,4.3059716,0.32153133,-38.923283,-15.704833,0.19727792,-0.08702545,-0.14848001,1
1406562070841,1406562070859,0.07167641,-0.063296705,-0.10235212,1.4498388,8.6596775,4.3676224,0.21758454,0.4795476,0.8215276,1.5215151,8.596381,4.26527,1.5226716,-39.5559,-13.3165245,0.22390953,-0.0071306136,0.032614935,1
1406562071239,1406562071255,0.08544307,-0.12090719,-0.039653964,1.6695068,8.833407,3.9182608,0.2271961,0.4985993,0.8124015,1.7549498,8.7125,3.8786068,3.7072372,-40.809963,-8.220542,0.09501253,0.054654725,0.016635967,1
1406562071440,1406562071455,-0.23627777,-0.6911761,-0.37633857,1.3519758,9.000253,3.6516066,0.21286362,0.5181717,0.804489,1.115698,8.309077,3.2752678,4.2039504,-41.209564,-5.9124994,0.1663887,0.1739646,-0.08242776,1
1406562071838,1406562071853,-0.111180745,-0.47854108,0.076614454,0.72289926,9.076119,3.642778,0.1669358,0.53516454,0.8076052,0.61171854,8.597578,3.7193923,4.3591213,-41.523888,-1.8442699,0.046013832,0.3358848,-0.017446635,1
1406562072039,1406562072054,0.36317047,-0.008529344,0.16938977,0.3155857,9.019108,3.8373067,0.12555619,0.537202,0.8183097,0.6787562,9.010578,4.0066967,4.4711,-41.424736,-0.32435617,-0.05625342,0.51378393,-0.077104375,1
1406562072437,1406562072452,0.18495208,-0.11776479,0.08185177,-0.41000703,8.945187,3.9978678,0.070885375,0.53956753,0.8259317,-0.22505496,8.827422,4.0797195,5.1125417,-41.493916,1.3869827,-0.032817602,0.2368152,-0.08030017,1
1406562072637,1406562072652,0.008379706,-0.22430678,-0.16505028,-0.58538234,8.957157,3.949086,0.061464593,0.5430197,0.82424,-0.5770026,8.732851,3.7840357,5.42861,-41.55201,1.7176408,0.012993829,0.08235213,-0.06005162,1
1406562073036,1406562073051,0.100855745,-0.0525228,-0.20380642,-0.6275801,8.982895,3.8836944,0.062695,0.54593915,0.82135934,-0.5267244,8.930372,3.679888,5.949138,-41.712692,1.8418169,0.0066022426,-0.027370105,0.00706004,1
1406562073236,1406562073251,-0.10190321,-0.34910452,-0.13033436,-0.6582558,9.06759,3.676147,0.06593105,0.5551724,0.8140937,-0.760159,8.718486,3.5458126,6.3834143,-41.896473,1.6713002,0.11952214,-0.050805923,-0.016373115,1
1406562073634,1406562073649,-0.014065935,-0.47405192,-0.10055647,-0.6395511,9.08001,3.6487634,0.06713201,0.5562873,0.8133042,-0.6536171,8.605958,3.5482068,7.2577953,-42.363262,1.6395653,0.030039925,-0.025239576,0.008127968,1
1406562073834,1406562073849,0.011971008,-0.05267244,0.058957215,-0.6691794,9.064447,3.681983,0.06399117,0.5551312,0.81461453,-0.6572084,9.011775,3.74094,7.532592,-42.350307,1.7891909,-0.005108742,-0.016717196,-0.024886707,1
1406562074034,1406562074050,-0.06703765,-0.47330374,-0.11133038,-0.6356605,9.111584,3.5697548,0.06868932,0.5597039,0.810705,-0.7026982,8.63828,3.4584243,7.802713,-42.04331,2.0628808,0.07478609,-0.035891954,0.020919662,1
1406562074433,1406562074448,-0.026785132,-0.2853589,-0.07586627,-0.64119714,9.0637,3.6887167,0.06488685,0.5547187,0.8150337,-0.6679823,8.77834,3.6128504,8.562078,-41.048428,2.84255,-0.025352228,0.036546025,0.01132669,1
1406562074831,1406562074846,0.1810615,-0.36496612,-0.041449618,-0.6419453,9.028385,3.7740102,0.060271464,0.55130655,0.8186997,-0.46088383,8.663419,3.7325604,8.452648,-40.416687,2.9273562,-0.047722783,0.057851315,-0.012109127,1
1406562075032,1406562075048,0.0013467384,-0.34371758,-0.13317747,-0.59630585,9.032275,3.7723641,0.060082138,0.5514051,0.8194422,-0.59495914,8.688558,3.6391866,8.065946,-40.286995,2.552898,0.0044802357,-0.03163063,0.015596271,1
1406562075430,1406562075446,0.28027123,-0.24211365,-0.032920275,-0.38322192,9.024046,3.8193502,0.06879717,0.548207,0.8218741,-0.10295067,8.781932,3.78643,7.4489384,-40.846786,1.9202986,-0.01362926,-0.038022216,0.043293145,1
1406562076506,1406562076512,-0.17178397,-0.4269161,-0.30570963,-0.4854244,9.0616045,3.717447,0.06406935,0.5534953,0.8185879,-0.6572084,8.634688,3.4117374,7.5417433,-41.16051,1.8319653,0.022593193,0.047198936,-0.018486599,1
1406562076828,1406562076850,-0.038905777,-0.34371758,-0.16340427,-0.7799112,9.045444,3.7068229,0.05196809,0.55525047,0.81674737,-0.81881696,8.701726,3.5434184,8.94202,-41.193573,3.0284622,-0.0903283,-0.009260077,0.011335213,1
1406562077226,1406562077242,-0.28101942,0.31019875,0.03007716,-0.8622119,9.010428,3.7731123,0.049664635,0.5524093,0.8178841,-1.1432313,9.320627,3.8031895,9.154476,-41.06075,3.233851,0.014067615,-0.03908748,0.029444708,1
1406562077626,1406562077641,0.014065935,-0.27263972,0.0055365916,-0.48452657,9.167099,3.4492965,0.066154435,0.56546724,0.8103658,-0.47046062,8.89446,3.454833,8.874136,-40.66302,2.8038895,0.03111371,-0.08169806,0.07631927,1
1406562078025,1406562078041,0.11267712,0.00044891282,-0.032022446,-0.29822776,9.175329,3.4485483,0.07440729,0.56447446,0.81112134,-0.18555063,9.175778,3.4165258,7.925395,-40.720844,2.840398,0.004485296,-0.084893584,0.028387966,1
1406562078423,1406562078439,0.11836334,-0.35164836,0.12584522,0.10070611,9.168296,3.4786255,0.09538256,0.5599471,0.81280327,0.21906945,8.816648,3.6044707,7.02431,-40.62065,2.5034697,-0.014689464,0.07489608,0.023061642,1
1406562079310,1406562079316,0.36182374,0.1050456,0.15113398,0.18166006,9.014469,3.8567595,0.09493781,0.5425307,0.82489353,0.5434838,9.119514,4.0078936,6.6995153,-40.697124,2.5012295,-0.19258676,-0.0007376956,-0.01848074,1
1406562079621,1406562079637,-0.20320787,-0.2638111,-0.17208324,-0.25049335,8.977509,3.9381626,0.07595289,0.5416988,0.8254609,-0.45370123,8.713697,3.7660792,5.695977,-41.145332,0.421747,0.044967208,-0.0135208685,0.006020342,1
1406562079821,1406562080021,0.06928221,-0.25498247,-0.16385318,-0.6955156,9.006089,3.817854,0.069076866,0.5436196,0.8244187,-0.32321724,8.726865,3.752911,5.8430333,-41.270847,0.051515117,0.00023116238,0.110050075,-0.04084277,1
1406562080220,1406562080235,0.05431845,-0.35419223,0.05551555,-0.88750064,9.009232,3.770419,0.042659722,0.5531176,0.81927913,-0.8331822,8.655039,3.8259344,6.9318132,-41.37931,0.061645333,0.039645948,0.19101016,-0.03125539,1
